Experiment,Site,Date,Sample,Name,X_lab,Indel_stringent,Indel,Reads_low_phred,Reads_no_nmer,Reads_passing,Total_indel_stringent,Total_indel
2,VEGFAg3 ON,05.25.17,WT_ratio1_3_VEGFAg3_S9_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_1_3,1,12.29298505,12.30644944,3905,713,7427,913,914
2,VEGFAg3 ON,05.25.17,WT_ratio2_1_VEGFAg3_S10_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_2_1,2,11.14019474,11.15066485,4927,1004,9551,1064,1065
2,VEGFAg3 ON,05.25.17,WT_ratio2_2_VEGFAg3_S11_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_2_2,2,11.38574809,11.46463318,4359,759,7606,866,872
2,VEGFAg3 ON,05.25.17,WT_ratio2_3_VEGFAg3_S12_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_2_3,2,9.560345877,9.6212398,8653,1640,16422,1570,1580
2,VEGFAg3 ON,05.25.17,WT_ratio3_1_VEGFAg3_S13_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_4_1,4,11.75943755,11.78630603,10931,2191,22331,2626,2632
2,VEGFAg3 ON,05.25.17,WT_ratio3_2_VEGFAg3_S14_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_4_2,4,10.10332951,10.13777268,5440,871,8710,880,883
2,VEGFAg3 ON,05.25.17,WT_ratio3_3_VEGFAg3_S15_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_4_3,4,9.83925962,9.858743302,4759,936,10265,1010,1012
2,VEGFAg3 OT2,05.25.17,WTg3_1_VEGFAg3_OT2_S43_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0_1,0,3.287197232,3.617489777,52374,4874,6358,209,230
2,VEGFAg3 OT2,05.25.17,WTg3_2_VEGFAg3_OT2_S44_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0_2,0,2.091690544,2.593123209,54273,5479,6980,146,181
2,VEGFAg3 OT2,05.25.17,WTg3_3_VEGFAg3_OT2_S67_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0_3,0,2.286495994,2.345124096,7254,1826,5117,117,120
2,VEGFAg3 OT2,05.25.17,WT_ratio5_1_VEGFAg3_OT2_S58_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0.25_1,0.25,1.686936053,2.255786583,27362,3471,5098,86,115
2,VEGFAg3 OT2,05.25.17,WT_ratio5_2_VEGFAg3_OT2_S59_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0.25_2,0.25,1.263669502,1.482381531,23958,2854,4115,52,61
2,VEGFAg3 OT2,05.25.17,WT_ratio5_3_VEGFAg3_OT2_S60_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0.25_3,0.25,1.36350015,1.708121067,43818,4476,6674,91,114
2,VEGFAg3 OT2,05.25.17,WT_ratio4_1_VEGFAg3_OT2_S55_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0.5_1,0.5,1.23767163,1.527750919,61114,7504,10342,128,158
2,VEGFAg3 OT2,05.25.17,WT_ratio4_2_VEGFAg3_OT2_S56_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0.5_2,0.5,1.364615753,1.699784534,24837,3285,4177,57,71
2,VEGFAg3 OT2,05.25.17,WT_ratio4_3_VEGFAg3_OT2_S57_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_0.5_3,0.5,1.138135329,1.434362332,36157,4367,6414,73,92
2,VEGFAg3 OT2,05.25.17,WT_ratio1_1_VEGFAg3_OT2_S46_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_1_1,1,1.154173247,1.555096586,66964,6531,8231,95,128
2,VEGFAg3 OT2,05.25.17,WT_ratio1_2_VEGFAg3_OT2_S47_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_1_2,1,0.800887137,1.158206013,62980,6480,8116,65,94
2,VEGFAg3 OT2,05.25.17,WT_ratio1_3_VEGFAg3_OT2_S48_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_1_3,1,0.953389831,1.355932203,43486,3726,4720,45,64
2,VEGFAg3 OT2,05.25.17,WT_ratio2_1_VEGFAg3_OT2_S49_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_2_1,2,0.706976744,0.986046512,61929,7943,10750,76,106
2,VEGFAg3 OT2,05.25.17,WT_ratio2_2_VEGFAg3_OT2_S50_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_2_2,2,0.916994165,1.345718709,49079,6348,8397,77,113
2,VEGFAg3 OT2,05.25.17,WT_ratio2_3_VEGFAg3_OT2_S51_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_2_3,2,0.851445216,1.265964598,55403,6550,8926,76,113
2,VEGFAg3 OT2,05.25.17,WT_ratio3_1_VEGFAg3_OT2_S52_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_4_1,4,0.605143722,0.907715582,51296,6564,8593,52,78
2,VEGFAg3 OT2,05.25.17,WT_ratio3_2_VEGFAg3_OT2_S53_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_4_2,4,0.628113494,1.017977041,54280,7120,9234,58,94
2,VEGFAg3 OT2,05.25.17,WT_ratio3_3_VEGFAg3_OT2_S54_R1_001.fastqwtf-difflib_indels.csv,VEGFAg3_4_3,4,0.531490832,0.84152715,67360,8894,11289,60,95
3,HBB-R03 ON,03.20.18,NP_180320_R03_GFP_1_HBB_ON_S849_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0_1,0,11.5227966,11.5285679,110627,11026,121290,13976,13983
3,HBB-R03 ON,03.20.18,NP_180320_R03_GFP_2_HBB_ON_S850_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0_2,0,16.3399459,16.37511271,94158,10337,110900,18121,18160
3,HBB-R03 ON,03.20.18,NP_180320_R03_GFP_3_HBB_ON_S851_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0_3,0,16.79024046,16.80882298,110722,11530,107628,18071,18091
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_4_1_1_HBB_ON_S864_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.25_1,0.25,15.80352885,15.81393332,107765,10989,115335,18227,18239
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_4_1_2_HBB_ON_S865_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.25_2,0.25,19.09707321,19.10565617,93831,10920,104859,20025,20034
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_4_1_3_HBB_ON_S866_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.25_3,0.25,16.13822023,16.14118717,86123,9387,101114,16318,16321
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_2_1_1_HBB_ON_S861_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.5_1,0.5,12.55853102,12.56336829,101916,10449,103364,12981,12986
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_2_1_2_HBB_ON_S862_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.5_2,0.5,13.41566955,13.42159302,95118,9198,101292,13589,13595
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_2_1_3_HBB_ON_S863_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.5_3,0.5,15.19793208,15.21071957,101199,9852,109482,16639,16653
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_1_1_HBB_ON_S852_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_1_1,1,15.05622522,15.06922527,126177,12791,138461,20847,20865
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_1_2_HBB_ON_S853_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_1_2,1,17.81278701,17.81609671,108759,11433,120857,21528,21532
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_1_3_HBB_ON_S854_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_1_3,1,12.83084532,12.83924047,109530,11916,131028,16812,16823
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_2_1_HBB_ON_S855_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_2_1,2,11.80615473,11.81254594,103813,10952,125172,14778,14786
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_2_2_HBB_ON_S856_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_2_2,2,12.27930935,12.28319989,108946,11881,128517,15781,15786
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_2_3_HBB_ON_S857_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_2_3,2,8.832323506,8.835708402,82817,7794,88629,7828,7831
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_4_1_HBB_ON_S858_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_4_1,4,12.63690388,12.63997348,130183,14666,162888,20584,20589
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_4_2_HBB_ON_S859_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_4_2,4,13.39910824,13.40385163,96210,9586,105410,14124,14129
3,HBB-R03 ON,03.20.18,NP_180320_R03_d4_1_4_3_HBB_ON_S860_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_4_3,4,12.0274385,12.03513634,103846,10930,116916,14062,14071
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_GFP_1_HBD_OT_S873_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0_1,0,3.440661635,3.444676409,39931,4851,24908,857,858
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_GFP_2_HBD_OT_S874_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0_2,0,4.554977519,4.564393494,62437,5655,42481,1935,1939
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_GFP_3_HBD_OT_S875_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0_3,0,4.697750703,4.756326148,73127,5573,51216,2406,2436
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_4_1_1_HBD_OT_S888_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.25_1,0.25,1.637522817,1.65074998,57792,8445,37801,619,624
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_4_1_2_HBD_OT_S889_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.25_2,0.25,2.310272963,2.325522289,57999,4579,39346,909,915
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_4_1_3_HBD_OT_S890_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.25_3,0.25,2.135119248,2.14981525,68922,6005,47632,1017,1024
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_2_1_1_HBD_OT_S885_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.5_1,0.5,0.968864641,1.015896905,31616,2623,21262,206,216
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_2_1_2_HBD_OT_S886_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.5_2,0.5,1.501745822,1.508525713,47278,3943,29499,443,445
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_2_1_3_HBD_OT_S887_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_0.5_3,0.5,0.846570237,0.855444139,81843,6586,56345,477,482
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_1_1_HBD_OT_S876_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_1_1,1,0.990143774,1.001446785,63362,5193,44236,438,443
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_1_2_HBD_OT_S877_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_1_2,1,1.392899609,1.4013929,57438,4408,35322,492,495
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_1_3_HBD_OT_S878_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_1_3,1,0.816852966,0.828795261,59696,6829,41868,342,347
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_2_1_HBD_OT_S879_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_2_1,2,0.26842607,0.285986654,55157,4929,39862,107,114
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_2_2_HBD_OT_S880_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_2_2,2,0.265589177,0.288289106,64551,4542,44053,117,127
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_2_3_HBD_OT_S881_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_2_3,2,0.39593665,0.415933451,35935,3938,25004,99,104
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_4_1_HBD_OT_S882_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_4_1,4,0.3098626,0.324132589,68060,5154,49054,152,159
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_4_2_HBD_OT_S883_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_4_2,4,0.215106331,0.219995111,31037,2513,20455,44,45
3,HBB-R03 OT-HBD,03.20.18,NP_180320_R03_d4_1_4_3_HBD_OT_S884_R1_001.fastqwtf-difflib_indels.csv,HBB_R03_4_3,4,0.239272611,0.271175626,51074,4859,31345,75,85
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_GFP_1_ZSCAN2g1_ON_S897_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0_1,0,27.96260804,28.05301414,75514,6974,55306,15465,15515
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_GFP_2_ZSCAN2g1_ON_S898_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0_2,0,27.56496007,27.61968462,67252,5918,49338,13600,13627
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_GFP_3_ZSCAN2g1_ON_S899_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0_3,0,24.41231451,24.45863455,93558,10425,60449,14757,14785
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_4_1_1_ZSCAN2g1_ON_S912_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0.25_1,0.25,15.70263975,15.73250119,94316,7931,66976,10517,10537
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_4_1_2_ZSCAN2g1_ON_S913_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0.25_2,0.25,18.24662892,18.3050203,79876,8279,73641,13437,13480
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_4_1_3_ZSCAN2g1_ON_S914_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0.25_3,0.25,21.35208842,21.43390268,87939,8372,69670,14876,14933
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_2_1_1_ZSCAN2g1_ON_S909_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0.5_1,0.5,15.17796348,15.19900959,113481,9533,80775,12260,12277
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_2_1_2_ZSCAN2g1_ON_S910_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0.5_2,0.5,12.13703661,12.17290256,96771,7754,69704,8460,8485
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_2_1_3_ZSCAN2g1_ON_S911_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_0.5_3,0.5,11.26267369,11.2849571,85967,6924,62827,7076,7090
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_1_1_ZSCAN2g1_ON_S900_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_1_1,1,10.22426625,10.24033825,108552,9257,80886,8270,8283
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_1_2_ZSCAN2g1_ON_S901_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_1_2,1,11.12359214,11.17751018,87966,7659,66768,7427,7463
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_1_3_ZSCAN2g1_ON_S902_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_1_3,1,9.542374212,9.576388707,91561,8493,76438,7294,7320
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_2_1_ZSCAN2g1_ON_S903_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_2_1,2,9.511447037,9.542118523,110686,9774,91290,8683,8711
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_2_2_ZSCAN2g1_ON_S904_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_2_2,2,9.451630823,9.467502579,92783,8221,75606,7146,7158
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_2_3_ZSCAN2g1_ON_S905_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_2_3,2,7.698513151,7.71937633,99957,8224,71897,5535,5550
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_4_1_ZSCAN2g1_ON_S906_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_4_1,4,5.716751683,5.731298124,114593,11008,103118,5895,5910
4,ZSCAN2g1 ON,03.20.18,NP_180320_Z1_d1_1_4_2_ZSCAN2g1_ON_S907_R1_001.fastqwtf-difflib_indels.csv,ZSCAN2g1_4_2,4,5.673871778,5.714285714,110123,8849,81655,4633,4666
